start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
55.125,49,1,C#3,36.75,voice,"les,",end
55.5,54,6,F#3,37.0,voice,fro,begin
55.875,58,10,A#3,37.25,voice,,single
56.25,61,1,C#4,37.5,voice,hes,end
56.625,64,4,E4,37.75,voice,,single
57.0,62,2,D4,38.0,voice,Le,begin
58.125,61,1,C#4,38.75,voice,,single
58.5,59,11,B3,39.0,voice,ben,end
59.25,58,10,A#3,39.5,voice,ein,begin
59.625,59,11,B3,39.75,voice,,single
60.0,55,7,G3,40.0,voice,sam,end
60.75,54,6,F#3,40.5,voice,und,single
61.125,55,7,G3,40.75,voice,,single
61.5,52,4,E3,41.0,voice,oh,begin
62.25,53,5,E#3,41.5,voice,ne,end
63.0,54,6,F#3,42.0,voice,Gruß.,single
68.25,58,10,A#3,45.5,voice,"Ach,",single
69.0,59,11,B3,46.0,voice,daß,single
70.125,59,11,B3,46.75,voice,die,single
70.5,59,11,B3,47.0,voice,Luft,single
71.25,61,1,C#4,47.5,voice,so,single
71.625,59,11,B3,47.75,voice,,single
72.0,59,11,B3,48.0,voice,,single
72.0,57,9,A3,48.0,voice,ru,begin
72.75,57,9,A3,48.5,voice,hig!,end
74.25,61,1,C#4,49.5,voice,"ach,",single
75.0,59,11,B3,50.0,voice,daß,single
76.125,59,11,B3,50.75,voice,die,single
76.5,59,11,B3,51.0,voice,Welt,single
77.25,61,1,C#4,51.5,voice,so,single
77.625,59,11,B3,51.75,voice,,single
78.0,59,11,B3,52.0,voice,,single
78.0,57,9,A3,52.0,voice,licht!,single
83.25,58,10,A#3,55.5,voice,Als,single
84.0,59,11,B3,56.0,voice,noch,single
84.75,62,2,D4,56.5,voice,die,single
85.5,63,3,E-4,57.0,voice,Stür,begin
86.625,63,3,E-4,57.75,voice,me,end
87.0,62,2,D4,58.0,voice,tob,begin
87.75,59,11,B3,58.5,voice,"ten,",end
92.25,59,11,B3,61.5,voice,war,single
93.0,60,0,C4,62.0,voice,ich,single
94.125,55,7,G3,62.75,voice,so,single
94.5,60,0,C4,63.0,voice,e,begin
95.25,59,11,B3,63.5,voice,"lend,",end
97.125,59,11,B3,64.75,voice,so,single
97.5,62,2,D4,65.0,voice,e,begin
98.25,58,10,A#3,65.5,voice,lend,end
99.0,59,11,B3,66.0,voice,nicht.,single
104.25,50,2,D3,69.5,voice,"Ach,",single
105.0,57,9,A3,70.0,voice,daß,single
106.125,57,9,A3,70.75,voice,die,single
106.5,57,9,A3,71.0,voice,Luft,single
107.25,59,11,B3,71.5,voice,so,single
107.625,57,9,A3,71.75,voice,,single
108.0,57,9,A3,72.0,voice,,single
108.0,55,7,G3,72.0,voice,ru,begin
108.75,55,7,G3,72.5,voice,"hig,",end
110.25,59,11,B3,73.5,voice,"ach,",single
111.0,59,11,B3,74.0,voice,daß,single
112.125,59,11,B3,74.75,voice,die,single
112.5,59,11,B3,75.0,voice,Welt,single
113.25,61,1,C#4,75.5,voice,so,single
113.625,59,11,B3,75.75,voice,,single
114.0,59,11,B3,76.0,voice,,single
114.0,57,9,A3,76.0,voice,licht!,single
119.25,58,10,A#3,79.5,voice,Als,single
120.0,59,11,B3,80.0,voice,noch,single
120.75,62,2,D4,80.5,voice,die,single
121.5,63,3,E-4,81.0,voice,Stür,begin
122.625,63,3,E-4,81.75,voice,me,end
123.0,62,2,D4,82.0,voice,tob,begin
123.75,59,11,B3,82.5,voice,"ten,",end
128.25,59,11,B3,85.5,voice,war,single
129.0,60,0,C4,86.0,voice,ich,single
130.125,55,7,G3,86.75,voice,so,single
130.5,60,0,C4,87.0,voice,e,begin
131.25,59,11,B3,87.5,voice,"lend,",end
133.125,62,2,D4,88.75,voice,so,single
133.5,66,6,F#4,89.0,voice,e,begin
134.25,58,10,A#3,89.5,voice,lend,end
135.0,59,11,B3,90.0,voice,nicht.,single
