start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
166.5,60,0,C4,166.5,voice,wach;,single
169.0,60,0,C4,169.0,voice,nun,single
169.5,60,0,C4,169.5,voice,sitz,single
170.5,60,0,C4,170.5,voice,ich,single
171.0,60,0,C4,171.0,voice,hier,single
172.0,61,1,D-4,172.0,voice,al,begin
172.5,60,0,C4,172.5,voice,lei,middle
173.5,53,5,F3,173.5,voice,ne,end
175.0,60,0,C4,175.0,voice,und,single
175.5,62,2,D4,175.5,voice,den,begin
176.25,62,2,D4,176.25,voice,ke,end
176.5,62,2,D4,176.5,voice,dem,single
177.0,63,3,E-4,177.0,voice,Trau,begin
178.0,62,2,D4,178.0,voice,me,end
178.5,55,7,G3,178.5,voice,"nach,",single
181.0,55,7,G3,181.0,voice,nun,single
181.5,56,8,A-3,181.5,voice,sitz,single
182.5,56,8,A-3,182.5,voice,ich,single
183.0,60,0,C4,183.0,voice,hier,single
184.0,56,8,A-3,184.0,voice,al,begin
184.5,56,8,A-3,184.5,voice,,single
184.5,55,7,G3,184.5,voice,lei,middle
185.5,55,7,G3,185.5,voice,ne,end
187.0,62,2,D4,187.0,voice,und,single
187.5,62,2,D4,187.5,voice,den,begin
188.25,50,2,D3,188.25,voice,ke,end
188.5,50,2,D3,188.5,voice,dem,single
189.0,63,3,E-4,189.0,voice,Trau,begin
190.0,62,2,D4,190.0,voice,me,end
190.5,55,7,G3,190.5,voice,nach.,single
197.0,55,7,G3,197.0,voice,Die,single
197.5,60,0,C4,197.5,voice,Au,begin
198.0,60,0,C4,198.0,voice,gen,end
198.5,59,11,B3,198.5,voice,schließ,single
199.0,59,11,B3,199.0,voice,ich,single
199.5,62,2,D4,199.5,voice,wie,begin
200.5,60,0,C4,200.5,voice,"der,",end
201.0,59,11,B3,201.0,voice,noch,single
201.5,59,11,B3,201.5,voice,,single
201.5,57,9,A3,201.5,voice,schlägt,single
202.25,57,9,A3,202.25,voice,das,single
202.5,59,11,B3,202.5,voice,Herz,single
202.75,62,2,D4,202.75,voice,,single
203.0,62,2,D4,203.0,voice,so,single
203.25,60,0,C4,203.25,voice,,single
203.5,59,11,B3,203.5,voice,"warm,",single
205.0,59,11,B3,205.0,voice,die,single
205.5,59,11,B3,205.5,voice,Au,begin
205.75,57,9,A3,205.75,voice,,single
206.0,57,9,A3,206.0,voice,gen,end
206.5,57,9,A3,206.5,voice,schließ,single
207.0,59,11,B3,207.0,voice,ich,single
207.5,55,7,G3,207.5,voice,wie,begin
208.5,50,2,D3,208.5,voice,"der,",end
209.0,59,11,B3,209.0,voice,noch,single
209.5,59,11,B3,209.5,voice,,single
209.5,57,9,A3,209.5,voice,schlägt,single
210.25,57,9,A3,210.25,voice,das,single
210.5,60,0,C4,210.5,voice,Herz,single
211.0,59,11,B3,211.0,voice,so,single
211.5,55,7,G3,211.5,voice,warm.,single
213.0,55,7,G3,213.0,voice,Wann,single
213.5,55,7,G3,213.5,voice,grünt,single
213.75,51,3,E-3,213.75,voice,,single
214.0,51,3,E-3,214.0,voice,ihr,single
214.5,51,3,E-3,214.5,voice,Blät,begin
215.0,51,3,E-3,215.0,voice,ter,end
215.25,55,7,G3,215.25,voice,am,single
215.5,50,2,D3,215.5,voice,Fen,begin
216.0,50,2,D3,216.0,voice,ster?,end
217.0,50,2,D3,217.0,voice,wann,single
217.5,53,5,F3,217.5,voice,halt,single
218.0,51,3,E-3,218.0,voice,ich,single
218.25,55,7,G3,218.25,voice,mein,single
218.5,60,0,C4,218.5,voice,Lieb,begin
219.0,63,3,E-4,219.0,voice,chen,end
219.25,63,3,E-4,219.25,voice,im,single
219.5,62,2,D4,219.5,voice,"Arm,",single
221.0,58,10,B-3,221.0,voice,wann,single
221.5,57,9,A3,221.5,voice,halt,single
222.0,57,9,A3,222.0,voice,ich,single
222.25,57,9,A3,222.25,voice,mein,single
222.5,60,0,C4,222.5,voice,Lieb,begin
223.0,58,10,B-3,223.0,voice,chen,end
223.25,58,10,B-3,223.25,voice,im,single
223.5,55,7,G3,223.5,voice,Arm?,single
