start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
110.25,54,6,F#3,73.5,voice,lers,end
111.0,57,9,A3,74.0,voice,en,begin
112.125,55,7,G3,74.75,voice,gem,end
112.5,55,7,G3,75.0,voice,Haus,single
113.25,55,7,G3,75.5,voice,hab,single
114.0,58,10,A#3,76.0,voice,Ob,begin
115.125,58,10,A#3,76.75,voice,dach,end
115.5,58,10,A#3,77.0,voice,ich,single
115.875,61,1,C#4,77.25,voice,,single
116.25,59,11,B3,77.5,voice,ge,begin
116.625,58,10,A#3,77.75,voice,,single
117.0,59,11,B3,78.0,voice,fun,end
118.5,47,11,B2,79.0,voice,den;,single
123.0,59,11,B3,82.0,voice,doch,single
123.75,47,11,B2,82.5,voice,mei,begin
124.125,46,10,A#2,82.75,voice,ne,end
124.5,47,11,B2,83.0,voice,Glie,begin
125.25,49,1,C#3,83.5,voice,der,end
126.0,50,2,D3,84.0,voice,ruhn,single
127.125,52,4,E3,84.75,voice,nicht,single
127.5,54,6,F#3,85.0,voice,aus:,single
128.25,55,7,G3,85.5,voice,so,single
129.0,57,9,A3,86.0,voice,bren,begin
129.75,58,10,B-3,86.5,voice,nen,end
130.5,57,9,A3,87.0,voice,ih,begin
131.25,59,11,B3,87.5,voice,re,end
131.625,61,1,C#4,87.75,voice,,single
132.0,62,2,D4,88.0,voice,Wun,begin
133.5,50,2,D3,89.0,voice,den.,end
137.25,54,6,F#3,91.5,voice,Auch,single
138.0,54,6,F#3,92.0,voice,"du,",single
139.125,55,7,G3,92.75,voice,mein,single
139.5,54,6,F#3,93.0,voice,"Herz,",single
140.25,54,6,F#3,93.5,voice,in,single
141.0,59,11,B3,94.0,voice,Kampf,single
142.125,51,3,D#3,94.75,voice,und,single
142.5,52,4,E3,95.0,voice,Sturm,single
143.25,52,4,E3,95.5,voice,so,single
144.0,57,9,A3,96.0,voice,wild,single
145.125,57,9,A3,96.75,voice,und,single
145.5,58,10,B-3,97.0,voice,so,single
146.625,49,1,C#3,97.75,voice,ver,begin
147.0,52,4,E3,98.0,voice,,single
147.0,50,2,D3,98.0,voice,,single
147.75,50,2,D3,98.5,voice,"gen,",end
149.25,50,2,D3,99.5,voice,fühlst,single
150.0,49,1,C#3,100.0,voice,in,single
150.375,61,1,C#4,100.25,voice,,single
150.75,61,1,C#4,100.5,voice,der,single
151.125,59,11,B3,100.75,voice,,single
151.5,58,10,A#3,101.0,voice,Still,single
151.875,64,4,E4,101.25,voice,,single
152.25,64,4,E4,101.5,voice,erst,single
152.625,62,2,D4,101.75,voice,,single
153.0,62,2,D4,102.0,voice,dei,begin
153.375,61,1,C#4,102.25,voice,,single
153.75,61,1,C#4,102.5,voice,nen,end
154.125,59,11,B3,102.75,voice,,single
154.5,58,10,A#3,103.0,voice,Wurm,single
158.25,59,11,B3,105.5,voice,mit,single
159.0,59,11,B3,106.0,voice,hei,begin
159.375,54,6,F#3,106.25,voice,,single
159.75,50,2,D3,106.5,voice,ßem,end
160.125,47,11,B2,106.75,voice,,single
160.5,62,2,D4,107.0,voice,Stich,single
160.875,59,11,B3,107.25,voice,,single
161.25,61,1,C#4,107.5,voice,sich,single
161.625,58,10,A#3,107.75,voice,,single
162.0,58,10,A#3,108.0,voice,re,begin
163.125,59,11,B3,108.75,voice,,single
163.5,59,11,B3,109.0,voice,"gen,",end
167.25,47,11,B2,111.5,voice,fühlst,single
168.0,47,11,B2,112.0,voice,in,single
168.375,59,11,B3,112.25,voice,,single
168.75,59,11,B3,112.5,voice,der,single
169.125,57,9,A3,112.75,voice,,single
169.5,55,7,G3,113.0,voice,Still,single
169.875,62,2,D4,113.25,voice,,single
170.25,62,2,D4,113.5,voice,erst,single
170.625,61,1,C#4,113.75,voice,,single
171.0,61,1,C#4,114.0,voice,dei,begin
171.375,59,11,B3,114.25,voice,,single
171.75,59,11,B3,114.5,voice,nen,end
172.125,58,10,A#3,114.75,voice,,single
172.5,59,11,B3,115.0,voice,Wurm,single
176.25,59,11,B3,117.5,voice,mit,single
177.0,62,2,D4,118.0,voice,hei,begin
177.375,59,11,B3,118.25,voice,,single
177.75,54,6,F#3,118.5,voice,ßem,end
178.125,50,2,D3,118.75,voice,,single
178.5,66,6,F#4,119.0,voice,Stich,single
178.875,62,2,D4,119.25,voice,,single
179.25,64,4,E4,119.5,voice,sich,single
179.625,61,1,C#4,119.75,voice,,single
180.0,59,11,B3,120.0,voice,re,begin
181.5,47,11,B2,121.0,voice,gen!,end
