start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
142.5,54,6,F#3,142.5,voice,ins,single
143.0,59,11,B3,143.0,voice,An,begin
143.75,57,9,A3,143.75,voice,ge,middle
144.0,55,7,G3,144.0,voice,"sicht,",end
146.5,59,11,B3,146.5,voice,der,single
147.0,60,0,C4,147.0,voice,Hut,single
148.5,59,11,B3,148.5,voice,flog,single
149.0,60,0,C4,149.0,voice,mir,single
149.5,59,11,B3,149.5,voice,vom,single
150.0,60,0,C4,150.0,voice,Kop,begin
151.0,48,0,C3,151.0,voice,"fe,",end
152.5,48,0,C3,152.5,voice,ich,single
153.0,48,0,C3,153.0,voice,wen,begin
154.5,48,0,C3,154.5,voice,de,middle
155.0,48,0,C3,155.0,voice,te,end
155.5,48,0,C3,155.5,voice,mich,single
156.0,47,11,B2,156.0,voice,nicht.,single
173.5,59,11,B3,173.5,voice,Nun,single
174.0,59,11,B3,174.0,voice,bin,single
175.5,56,8,G#3,175.5,voice,ich,single
176.0,56,8,G#3,176.0,voice,man,begin
176.5,56,8,G#3,176.5,voice,che,end
177.0,56,8,G#3,177.0,voice,Stun,begin
178.0,52,4,E3,178.0,voice,de,end
179.5,52,4,E3,179.5,voice,ent,begin
180.0,54,6,F#3,180.0,voice,fernt,end
181.5,56,8,G#3,181.5,voice,von,single
182.0,57,9,A3,182.0,voice,je,begin
182.33333333333334,56,8,G#3,182.33333333333334,voice,,single
182.66666666666666,54,6,F#3,182.66666666666666,voice,nem,end
183.0,52,4,E3,183.0,voice,"Ort,",single
185.5,59,11,B3,185.5,voice,und,single
186.0,59,11,B3,186.0,voice,im,begin
187.5,56,8,G#3,187.5,voice,mer,end
188.0,56,8,G#3,188.0,voice,hör,single
188.5,56,8,G#3,188.5,voice,ich's,single
189.0,56,8,G#3,189.0,voice,rau,begin
190.0,52,4,E3,190.0,voice,schen:,end
191.5,52,4,E3,191.5,voice,du,single
192.0,54,6,F#3,192.0,voice,fän,begin
193.5,56,8,G#3,193.5,voice,dest,end
194.0,57,9,A3,194.0,voice,Ru,begin
194.33333333333334,56,8,G#3,194.33333333333334,voice,,single
194.66666666666666,54,6,F#3,194.66666666666666,voice,he,end
195.0,52,4,E3,195.0,voice,dort!,single
197.5,52,4,E3,197.5,voice,Nun,single
198.0,54,6,F#3,198.0,voice,bin,single
199.5,54,6,F#3,199.5,voice,ich,single
200.0,54,6,F#3,200.0,voice,man,begin
200.5,54,6,F#3,200.5,voice,che,end
201.0,56,8,G#3,201.0,voice,Stun,begin
201.75,57,9,A3,201.75,voice,,single
202.0,59,11,B3,202.0,voice,de,end
203.5,59,11,B3,203.5,voice,ent,begin
204.0,61,1,C#4,204.0,voice,fernt,end
205.5,59,11,B3,205.5,voice,von,single
206.0,56,8,G#3,206.0,voice,je,begin
206.5,52,4,E3,206.5,voice,nem,end
207.0,54,6,F#3,207.0,voice,"Ort,",single
209.5,54,6,F#3,209.5,voice,und,single
210.0,54,6,F#3,210.0,voice,im,begin
211.5,54,6,F#3,211.5,voice,mer,end
212.0,54,6,F#3,212.0,voice,hör,single
212.5,54,6,F#3,212.5,voice,ich's,single
213.0,56,8,G#3,213.0,voice,rau,begin
213.75,57,9,A3,213.75,voice,,single
214.0,59,11,B3,214.0,voice,schen:,end
215.5,59,11,B3,215.5,voice,du,single
216.0,64,4,E4,216.0,voice,fän,begin
217.0,59,11,B3,217.0,voice,,single
217.5,56,8,G#3,217.5,voice,dest,end
218.0,57,9,A3,218.0,voice,Ru,begin
218.5,54,6,F#3,218.5,voice,he,end
219.0,59,11,B3,219.0,voice,"dort,",single
221.5,59,11,B3,221.5,voice,du,single
222.0,64,4,E4,222.0,voice,fän,begin
223.0,59,11,B3,223.0,voice,,single
223.5,56,8,G#3,223.5,voice,dest,end
224.0,59,11,B3,224.0,voice,Ru,begin
224.33333333333334,57,9,A3,224.33333333333334,voice,,single
224.66666666666666,54,6,F#3,224.66666666666666,voice,he,end
225.0,52,4,E3,225.0,voice,dort!,single
