start,pitch,pitchclass,pitchname,offset,instrument,lyric,syllabic
128.5,50,2,D3,128.5,voice,er,end
129.0,55,7,G3,129.0,voice,steht,single
129.5,58,10,B-3,129.5,voice,ihm,single
130.0,57,9,A3,130.0,voice,nim,begin
130.5,50,2,D3,130.5,voice,mer,end
131.0,57,9,A3,131.0,voice,"still,",single
138.0,55,7,G3,138.0,voice,"dreht,",single
138.5,57,9,A3,138.5,voice,und,single
139.0,58,10,B-3,139.0,voice,sei,begin
139.5,60,0,C4,139.5,voice,ne,end
140.0,62,2,D4,140.0,voice,Lei,begin
140.75,60,0,C4,140.75,voice,er,end
141.0,58,10,B-3,141.0,voice,steht,single
141.5,57,9,A3,141.5,voice,ihm,single
142.0,55,7,G3,142.0,voice,nim,begin
142.5,50,2,D3,142.5,voice,mer,end
143.0,55,7,G3,143.0,voice,still.,single
156.0,50,2,D3,156.0,voice,Wun,begin
156.75,50,2,D3,156.75,voice,der,middle
157.0,50,2,D3,157.0,voice,li,middle
157.5,50,2,D3,157.5,voice,cher,end
158.0,55,7,G3,158.0,voice,Al,begin
158.5,50,2,D3,158.5,voice,"ter,",end
160.0,50,2,D3,160.0,voice,soll,single
160.5,50,2,D3,160.5,voice,ich,single
161.0,55,7,G3,161.0,voice,mit,single
161.5,58,10,B-3,161.5,voice,dir,single
161.75,57,9,A3,161.75,voice,,single
162.0,55,7,G3,162.0,voice,gehn?,single
165.0,50,2,D3,165.0,voice,Willst,single
165.75,62,2,D4,165.75,voice,zu,single
166.0,60,0,C4,166.0,voice,mei,begin
166.5,63,3,E-4,166.5,voice,nen,end
167.0,62,2,D4,167.0,voice,Lie,begin
167.5,50,2,D3,167.5,voice,dern,end
168.0,50,2,D3,168.0,voice,dei,begin
168.75,62,2,D4,168.75,voice,ne,end
169.0,60,0,C4,169.0,voice,Lei,begin
169.5,63,3,E-4,169.5,voice,er,end
170.0,62,2,D4,170.0,voice,drehn?,single
